"Country or Area","Year","Area","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Jersey","1976","Total","Data tabulated by year of registration","Final figure, complete","1978","178",""
"Jersey","1975","Total","Data tabulated by year of registration","Final figure, complete","1978","141",""
"Jersey","1974","Total","Data tabulated by year of registration","Final figure, complete","1982","129",""
"Jersey","1973","Total","Data tabulated by year of registration","Final figure, complete","1982","172",""
"Jersey","1972","Total","Data tabulated by year of registration","Final figure, complete","1982","120",""
"Jersey","1971","Total","Data tabulated by year of registration","Final figure, complete","1982","140",""
"Jersey","1969","Total","Data tabulated by year of registration","Final figure, complete","1982","110",""
"Jersey","1967","Total","Data tabulated by year of registration","Final figure, complete","1982","78",""
"Jersey","1966","Total","Data tabulated by year of registration","Final figure, complete","1982","64",""
"Jersey","1965","Total","Data tabulated by year of registration","Final figure, complete","1982","59",""
"Jersey","1964","Total","Data tabulated by year of registration","Final figure, complete","1982","76",""
"Jersey","1963","Total","Data tabulated by year of registration","Final figure, complete","1982","52",""
"Jersey","1962","Total","Data tabulated by year of registration","Final figure, complete","1983","68",""
"Jersey","1961","Total","Data tabulated by year of registration","Final figure, complete","1983","48",""
"Jersey","1960","Total","Data tabulated by year of registration","Final figure, complete","1983","40",""
"Jersey","1959","Total","Data tabulated by year of registration","Final figure, complete","1983","42",""
"Jersey","1958","Total","Data tabulated by year of registration","Final figure, complete","1983","53",""
"Jersey","1957","Total","Data tabulated by year of registration","Final figure, complete","1983","54",""
"Jersey","1956","Total","Data tabulated by year of registration","Final figure, complete","1983","67",""
"Jersey","1955","Total","Data tabulated by year of registration","Final figure, complete","1983","59",""
"Jersey","1954","Total","Data tabulated by year of registration","Final figure, complete","1983","40",""
"Jersey","1953","Total","Data tabulated by year of registration","Final figure, complete","1960","39",""
"Jersey","1952","Total","Data tabulated by year of registration","Final figure, complete","1960","59",""
"Jersey","1951","Total","Data tabulated by year of registration","Final figure, complete","1960","93",""
"Jersey","1950","Total","Data tabulated by year of registration","Final figure, complete","1960","82",""
"Jordan","2020","Total","Data tabulated by year of registration","Final figure, complete","2021","17144","36"
"Jordan","2019","Total","Data tabulated by year of registration","Final figure, complete","2021","19241","36"
"Jordan","2018","Total","Data tabulated by year of registration","Final figure, complete","2021","20279","36"
"Jordan","2017","Total","Data tabulated by year of registration","Final figure, complete","2018","21210","36"
"Jordan","2016","Total","Data tabulated by year of registration","Final figure, complete","2018","21969","36"
"Jordan","2015","Total","Data tabulated by year of registration","Final figure, complete","2017","22070","36"
"Jordan","2014","Total","Data tabulated by year of registration","Final figure, complete","2016","20911","36"
"Jordan","2013","Total","Data tabulated by year of registration","Final figure, complete","2015","18976","36"
"Jordan","2012","Total","Data tabulated by year of registration","Final figure, complete","2015","17696","36"
"Jordan","2011","Total","Data tabulated by year of registration","Final figure, complete","2013","16086","36"
"Jordan","2010","Total","Data tabulated by year of registration","Final figure, complete","2012","15707","36"
"Jordan","2009","Total","Data tabulated by year of registration","Final figure, complete","2012","15442","36"
"Jordan","2008","Total","Data tabulated by year of registration","Final figure, complete","2009","12862","36"
"Jordan","2007","Total","Data tabulated by year of registration","Final figure, complete","2008","11793","36"
"Jordan","2006","Total","Data tabulated by year of registration","Final figure, complete","2008","11413","36"
"Jordan","2005","Total","Data tabulated by year of registration","Final figure, complete","2007","10231","36"
"Jordan","2004","Total","Data tabulated by year of registration","Final figure, complete","2007","9791","36"
"Jordan","2003","Total","Data tabulated by year of registration","Final figure, complete","2007","9022","36"
"Jordan","2002","Total","Data tabulated by year of registration","Final figure, complete","2007","9032","36"
"Jordan","2001","Total","Data tabulated by year of registration","Final figure, complete","2007","9017","36"
"Jordan","2000","Total","Data tabulated by year of registration","Final figure, complete","2007","8241","36"
"Jordan","1999","Total","Data tabulated by year of registration","Final figure, complete","2007","7885","36"
"Jordan","1998","Total","Data tabulated by year of registration","Final figure, complete","2007","7671","36"
"Jordan","1997","Total","Data tabulated by year of registration","Final figure, complete","2007","6535","36"
"Jordan","1997","Urban","Data tabulated by year of registration","Final figure, complete","1998","5191","36"
"Jordan","1997","Rural","Data tabulated by year of registration","Final figure, complete","1998","1344","36"
"Jordan","1996","Total","Data tabulated by year of registration","Final figure, complete","2007","6317","36"
"Jordan","1995","Total","Data tabulated by year of registration","Final figure, complete","1996","6315","36"
"Jordan","1995","Urban","Data tabulated by year of registration","Final figure, complete","1996","4868","36"
"Jordan","1995","Rural","Data tabulated by year of registration","Final figure, complete","1996","1447","36"
"Jordan","1994","Total","Data tabulated by year of registration","Final figure, complete","1995","6251","36"
"Jordan","1994","Urban","Data tabulated by year of registration","Final figure, complete","1995","4974","36"
"Jordan","1994","Rural","Data tabulated by year of registration","Final figure, complete","1995","1277","36"
"Jordan","1993","Total","Data tabulated by year of registration","Final figure, complete","1995","6092","36"
"Jordan","1993","Urban","Data tabulated by year of registration","Final figure, complete","1995","4805","36"
"Jordan","1993","Rural","Data tabulated by year of registration","Final figure, complete","1995","1287","36"
"Jordan","1992","Total","Data tabulated by year of registration","Final figure, complete","1993","5513","36"
"Jordan","1992","Urban","Data tabulated by year of registration","Final figure, complete","1993","4380","36"
"Jordan","1992","Rural","Data tabulated by year of registration","Final figure, complete","1993","1133","36"
"Jordan","1991","Total","Data tabulated by year of registration","Final figure, complete","1992","5363","36"
"Jordan","1991","Urban","Data tabulated by year of registration","Final figure, complete","1992","4154","36"
"Jordan","1991","Rural","Data tabulated by year of registration","Final figure, complete","1992","1209","36"
"Jordan","1990","Total","Data tabulated by year of registration","Final figure, complete","1992","5074","36"
"Jordan","1990","Urban","Data tabulated by year of registration","Final figure, complete","1992","3803","36"
"Jordan","1990","Rural","Data tabulated by year of registration","Final figure, complete","1992","1271","36"
"Jordan","1989","Total","Data tabulated by year of registration","Final figure, complete","1989","4694","36,37"
"Jordan","1989","Urban","Data tabulated by year of registration","Final figure, complete","1989","3611","36,37"
"Jordan","1989","Rural","Data tabulated by year of registration","Final figure, complete","1989","1083","36,37"
"Jordan","1988","Total","Data tabulated by year of registration","Final figure, complete","1989","4646","36,37"
"Jordan","1988","Urban","Data tabulated by year of registration","Final figure, complete","1989","3651","36,37"
"Jordan","1988","Rural","Data tabulated by year of registration","Final figure, complete","1989","995","36,37"
"Jordan","1987","Total","Data tabulated by year of registration","Final figure, complete","1988","3709","36,37"
"Jordan","1986","Total","Data tabulated by year of registration","Final figure, complete","1987","3446","36,37"
"Jordan","1985","Total","Data tabulated by year of registration","Final figure, complete","1987","3687","36,37"
"Jordan","1984","Total","Data tabulated by year of registration","Final figure, complete","1987","2652","36,37"
"Jordan","1983","Total","Data tabulated by year of registration","Final figure, complete","1987","2501","36,37"
